Ast,Block,DefReb,FGA,FGM,FGm,FTA,FTM,FTm,Foul,Game_ID,Lineup_ID,OffReb,Player_Name,Pts,Stl,Team_Name,Three_FGA,Three_FGM,Three_FGm,TtlReb,Turnover,Two_FGA,Two_FGM,Two_FGm
0,0,0,0,0,0,0,0,0,0,11,26,0,Jason Palesse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,26,0,Matthew Kirmse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,11,27,0,Gabe Wear,2,0,Milwaukee School of Engineering,0,0,0,0,0,1,1,0
0,0,0,2,1,1,0,0,0,0,11,27,0,Jason Palesse,2,0,Milwaukee School of Engineering,0,0,0,0,0,2,1,1
0,0,0,1,1,0,0,0,0,0,11,27,0,Matthew Kirmse,2,0,Milwaukee School of Engineering,0,0,0,0,0,1,1,0
0,0,2,0,0,0,0,0,0,0,11,27,0,Michael Pitrof,0,0,Milwaukee School of Engineering,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,1,11,27,0,Dylan Hamlin,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,28,0,Gabe Wear,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,28,0,Jason Palesse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,28,0,Michael Pitrof,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,28,0,Josh Herzog,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,11,28,0,Ty Miklowski,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,29,0,Jason Palesse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,11,29,0,Michael Pitrof,2,0,Milwaukee School of Engineering,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,11,29,0,Josh Herzog,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,29,0,Matthew Kirmse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,29,0,Travis Ballard,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,30,0,Jason Palesse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,11,30,0,Michael Pitrof,0,0,Milwaukee School of Engineering,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,30,0,Matthew Kirmse,0,0,Milwaukee School of Engineering,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,11,30,1,Gabe Wear,0,0,Milwaukee School of Engineering,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,11,30,0,Ty Miklowski,0,0,Milwaukee School of Engineering,1,0,1,0,0,0,0,0
0,0,2,3,0,3,0,0,0,0,8,1,1,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,1,0,1,3,0,2,0,2
0,0,2,6,2,4,0,0,0,1,8,1,1,Max Hisatake,4,0,Illinois Tech Scarlet Hawks,0,0,0,3,1,6,2,4
0,0,0,0,0,0,0,0,0,0,8,1,0,Parker Joncus,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,0,0,0
0,0,1,2,2,0,0,0,0,0,8,1,0,Anthony Mosley,4,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,2,2,0
0,0,0,0,0,0,0,0,0,0,8,1,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,1,2,1,1,0,0,0,0,8,2,0,Jake Digiorgio,3,0,Illinois Tech Scarlet Hawks,1,1,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,8,2,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,8,2,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,2,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,2,0,Ricardo Whitehead,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,3,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,3,0,Anthony Mosley,2,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,8,3,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,3,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,3,0,Capriest Gardner,0,1,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,4,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,8,4,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,4,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,4,1,Capriest Gardner,2,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0,0,1,8,4,0,Max Hisatake,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,8,5,0,Anthony Mosley,2,1,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,0,1,1,0,0,0,0,1,8,5,0,Otis Reale,2,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,8,5,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,5,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,5,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,6,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,6,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,6,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,6,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,6,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,7,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,8,7,1,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,7,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,7,0,Jake Bruns,3,0,Illinois Tech Scarlet Hawks,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,7,0,Calvin Schmitz,0,0,Illinois Tech Scarlet Hawks,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,8,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,8,8,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,8,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,1,0,8,8,0,Calvin Schmitz,1,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,8,0,Parker Joncus,3,0,Illinois Tech Scarlet Hawks,1,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,9,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,8,9,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,2,0,0,0
0,0,2,0,0,0,0,0,0,0,8,9,0,Calvin Schmitz,0,0,Illinois Tech Scarlet Hawks,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,9,0,Parker Joncus,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,1,0,1,0,1,0,0,0,0,8,9,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,0,0,0,8,10,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,10,0,Parker Joncus,2,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,8,10,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,8,10,0,Max Hisatake,0,1,Illinois Tech Scarlet Hawks,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,8,10,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,8,11,0,Parker Joncus,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,11,0,Anthony Mosley,3,0,Illinois Tech Scarlet Hawks,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,11,0,Max Hisatake,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,11,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,11,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,1,8,12,0,Parker Joncus,3,0,Illinois Tech Scarlet Hawks,1,1,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,8,12,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,8,12,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,12,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,12,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,13,0,Parker Joncus,0,0,Illinois Tech Scarlet Hawks,1,0,1,0,0,0,0,0
1,0,0,0,0,0,2,1,1,0,8,13,0,Anthony Mosley,1,1,Illinois Tech Scarlet Hawks,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,8,13,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,0,1
0,0,1,0,0,0,0,0,0,1,8,13,2,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,3,0,0,0,0
0,0,0,2,1,1,0,0,0,0,8,13,0,Otis Reale,2,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,2,1,1
0,0,1,5,4,1,0,0,0,0,8,14,4,Jake Digiorgio,8,1,Illinois Tech Scarlet Hawks,0,0,0,5,0,5,4,1
1,0,4,3,1,2,2,2,0,1,8,14,0,Max Hisatake,4,0,Illinois Tech Scarlet Hawks,0,0,0,4,1,3,1,2
0,0,0,1,0,1,0,0,0,0,8,14,0,Parker Joncus,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,1,0,1
1,0,0,1,1,0,4,3,1,1,8,14,0,Anthony Mosley,5,1,Illinois Tech Scarlet Hawks,0,0,0,0,1,1,1,0
0,0,1,2,1,1,0,0,0,0,8,14,0,Ahmad Muhammad,2,0,Illinois Tech Scarlet Hawks,1,0,1,1,0,1,1,0
0,0,0,0,0,0,0,0,0,0,8,15,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,15,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,15,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,15,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,15,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,8,16,0,Jake Digiorgio,2,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,1,1,0,1,2,2,0,0,8,16,1,Anthony Mosley,2,0,Illinois Tech Scarlet Hawks,0,0,0,2,0,1,0,1
1,1,0,0,0,0,0,0,0,0,8,16,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,16,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,16,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,0,1
0,1,0,0,0,0,0,0,0,0,8,17,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0,0,0,8,17,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,8,17,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,8,17,0,Ricardo Whitehead,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,8,17,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,8,18,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,18,0,Capriest Gardner,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,8,18,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,18,0,Jake Bruns,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,8,18,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,8,19,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,19,0,Otis Reale,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,8,19,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,19,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,19,0,Max Hisatake,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,8,20,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,1,0,0,0
0,1,1,1,1,0,0,0,0,0,8,20,0,Jake Digiorgio,2,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,1,1,0
1,0,0,0,0,0,0,0,0,0,8,20,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,8,20,0,Max Hisatake,0,0,Illinois Tech Scarlet Hawks,0,0,0,2,1,0,0,0
0,0,0,0,0,0,0,0,0,0,8,20,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,3,1,0,1,4,4,0,1,8,21,0,Jake Digiorgio,4,0,Illinois Tech Scarlet Hawks,0,0,0,3,0,1,0,1
0,0,0,1,0,1,0,0,0,0,8,21,0,Anthony Mosley,0,0,Illinois Tech Scarlet Hawks,1,0,1,0,1,0,0,0
0,1,0,1,1,0,4,4,0,2,8,21,0,Max Hisatake,6,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,1,1,0
0,0,1,3,1,2,0,0,0,1,8,21,0,Ahmad Muhammad,2,0,Illinois Tech Scarlet Hawks,1,0,1,1,0,2,1,1
1,0,1,1,0,1,3,2,1,0,8,21,0,Parker Joncus,2,0,Illinois Tech Scarlet Hawks,1,0,1,1,0,0,0,0
0,0,1,0,0,0,0,0,0,0,8,22,0,Jake Digiorgio,0,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,0,0,0
0,0,0,0,0,0,4,3,1,0,8,22,0,Anthony Mosley,3,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,22,0,Ahmad Muhammad,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,2,0,0,8,22,0,Parker Joncus,2,0,Illinois Tech Scarlet Hawks,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8,22,0,Milos Dugalic,0,0,Illinois Tech Scarlet Hawks,0,0,0,0,0,0,0,0
